text,labels
The government and “Big Pharma” want to use vaccines to depopulate the globe and inject the population with tracking devices.,[1. 0. 0. 0. 0. 0. 0.]
"One size does not fit all;
Some particular children cannot take the vaccine in question due to biological predispositions",[1. 0. 0. 0. 0. 0. 0.]
The environment my child participates in is under my control and I can keep my child safe using my own powers and means (the vaccine in question is unnecessary),[0. 0. 1. 0. 0. 0. 0.]
"The vaccine in question is (or all vaccines are) good/safe for nobody and (in some cases) ineffective anyhow;
Experts cannot be trusted;
Reliance on this vaccine (or all vaccines) represents poor (lazy, uninformed) parenting",[1. 0. 0. 0. 0. 0. 0.]
"Biomedical/public health interventions are unnecessary because our health is part of the natural order of things;
There is no need (or: it is overcompensation) to interfere",[0. 0. 0. 0. 1. 0. 0.]
seek- ing to protect one’s self from a merited scourge one demon- strates a lack of trust in the justice and fairness of God’s judgmental powers; This has intimations of man becoming God-like which is a stricture that has echoes in many of the objectors to the developments of modern biotechnology.; A fourth route to hell would be the use of inoculation to procure a suicide.,[0. 1. 0. 0. 0. 0. 0.]
"anti-vax conspiracy theories are beliefs that Bill Gates may be using the SARS-nCoV-2 virus vaccination to microchip the population or that the Gates Foundation is pursuing an agenda aimed at population control; a lack of trust between a new mother and her child’s pediatrician; Mistrust of modern medicine, ‘‘big pharma,’’ and government institutions",[1. 0. 0. 0. 0. 0. 0.]
doubts about need for vaccines,[0. 0. 1. 0. 0. 0. 0.]
concerns about vaccine safety,[0. 0. 1. 0. 0. 0. 0.]
fear of adverse events,[0. 0. 1. 0. 0. 0. 0.]
misconceptions about safety and efficacy,[1. 0. 1. 0. 0. 0. 0.]
immune system overexposure,[0. 0. 1. 0. 1. 0. 0.]
past negative experiences,[0. 0. 1. 0. 0. 0. 1.]
mistrust of industry and healthcare system,[1. 0. 0. 0. 0. 0. 0.]
philosophical and religious issues,[0. 1. 0. 0. 0. 0. 0.]
lack of memory of seriousness of the disease,[0. 0. 1. 0. 0. 0. 0.]
vaccine decisions may be drowned out by other demands,[0. 0. 1. 0. 0. 0. 0.]
" Islamic beliefs (religious reasons/ideologies): They were particularly con- cerned about their perceptions of vaccines as haram (something that is forbidden by Islamic law) and mudharat (anything harmful to human well-being).; In relation to haram, they believed that vac- cines contain pork products, and as Muslims are forbidden to eat pork by Islamic law, they refused all vaccines.",[0. 1. 0. 0. 0. 0. 0.]
"Natural immunity: Newborn babies already have innate immunity, ",[0. 0. 0. 0. 1. 0. 0.]
Disease is from God,[0. 1. 0. 0. 0. 0. 0.]
 alternative medicine;,[0. 0. 0. 0. 1. 0. 0.]
 Trust in social network,[1. 0. 0. 0. 0. 0. 0.]
Conspiracy,[1. 0. 0. 0. 0. 0. 0.]
Distrust in government;,[1. 0. 0. 0. 0. 0. 0.]
"Adverse effects, Components",[0. 0. 1. 0. 0. 0. 0.]
Poor experiences of previous immunisation,[0. 0. 1. 0. 0. 0. 1.]
Perceived Risk of Getting Pertussis / Flu,[0. 0. 1. 0. 0. 0. 0.]
Focuses on whether vaccines may be a threat/risk to Black people. ,[1. 0. 1. 0. 0. 0. 0.]
For or against Covid-19 vaccines being unsafe because “rushed”. Includes US states double checking nationally approved vaccines. ,[1. 0. 0. 0. 0. 1. 0.]
Argues that vaccines may not work (for the tweeter or generally).,[1. 0. 0. 0. 0. 0. 0.]
Argues that vaccination is a conspiracy. Includes accusations that vaccines are fake or governments lie about them.,[1. 0. 0. 0. 0. 0. 0.]
"Argues against vaccines developed with foetal tissue, for religious or ethical reasons.",[0. 1. 0. 0. 0. 0. 0.]
"Argues that vaccines could be dangerous, such as by modifying DNA, containing chemicals, or having side-effects.",[0. 0. 1. 0. 0. 0. 0.]
"false panic created by medical individuals or societies, profession- ally interested in vaccination; doctors as fakes and scientific medicine as a scam created to serve their
interests",[1. 0. 0. 0. 0. 0. 0.]
the freedom of health from the tyranny of medical science,[0. 0. 0. 1. 0. 0. 0.]
"She believed right living could cure everything, including cancer; that the ‘germ’ is not the cause of the disease, but that violation of the immutable law [of nature], on the part of the individual, or his forefathers, is the origin of all disease.; “Smallpox is simply a filth disease; it comes only to those whose internal organism is reeking with the poisons bred by an inactive alimentary canal, want of exercise, and the neglect of external cleanliness. Vaccination does not give protection.”",[0. 0. 0. 0. 1. 0. 0.]
Their patent medicine business sold small vials of granules adver- tised as “cell salts” and guaranteed to “cure all diseases by feeding the tissues.”,[0. 0. 0. 0. 1. 0. 0.]
Hundreds have died from vaccination.,[0. 0. 1. 0. 0. 0. 0.]
Doctors as dumb and blind believers,[1. 0. 0. 0. 0. 0. 0.]
Doctors operating in a wrong paradigm are not able to see the full and accurate picture,[1. 0. 0. 0. 0. 0. 0.]
Emphasis on an exploitive system/ Big Pharma,[1. 0. 0. 0. 0. 0. 0.]
Vaccination bonuses as a motivation for a doctor,[1. 0. 0. 0. 0. 0. 0.]
Doctor as an entrepreneur,[1. 0. 0. 0. 0. 0. 0.]
Doctors are the puppets for the Big Pharma,[1. 0. 0. 0. 0. 0. 0.]
Doctors as treacherous agents ,[1. 0. 0. 0. 0. 0. 0.]
Doctors do not take any responsibility,[1. 0. 0. 0. 0. 0. 0.]
vaccine increases sexual risk taking,[0. 1. 0. 0. 0. 0. 0.]
sends mixed messages about abstaining from sexual intercourse,[0. 1. 0. 0. 0. 0. 0.]
usurps parental authority,[0. 0. 0. 1. 0. 0. 0.]
increases the potential for development of new health disparities,[0. 0. 0. 0. 0. 1. 0.]
"I realized that the disease is not serious, that it is not spreading",[0. 0. 1. 0. 0. 0. 0.]
"I was not endangered by the disease personally (health, age, habits)",[0. 0. 1. 0. 0. 0. 0.]
Physicians did not get vaccinated; there is no need to do it,[1. 0. 1. 0. 0. 0. 0.]
I believed that the vaccine is not efficient,[1. 0. 0. 0. 0. 0. 0.]
"Vaccine is not safe, causes side effects",[0. 0. 1. 0. 0. 0. 0.]
I mistrusted the vaccine,[1. 0. 0. 0. 0. 0. 0.]
The vaccination recommendation is driven by ulterior motives,[1. 0. 0. 0. 0. 0. 0.]
I put my trust in god,[0. 1. 0. 0. 0. 0. 0.]
Vaccines contain poisons/are poisonous ,[0. 0. 1. 0. 0. 0. 0.]
Vaccines ineffective ,[1. 0. 0. 0. 0. 0. 0.]
Vaccine immunity is temporary and/or erodes the immune system ,[1. 0. 0. 0. 1. 0. 0.]
Multiple simultaneous injections increase risks ,[0. 0. 1. 0. 1. 0. 0.]
Hot lots have more side-effects ,[1. 0. 1. 0. 0. 0. 0.]
Infectious diseases declined for other reasons,[0. 0. 0. 0. 1. 0. 0.]
Diseases targeted by vaccines are trivial,[0. 0. 1. 0. 0. 0. 0.]
Natural lifestyle gives immunity ,[0. 0. 0. 0. 1. 0. 0.]
Alternative health superior ,[0. 0. 0. 0. 1. 0. 0.]
Critiquing biomedicine/Germ-Theory ,[1. 0. 0. 0. 0. 0. 0.]
Implied debate: suggesting debates over if vaccination is effective/necessary,[1. 0. 0. 0. 1. 0. 0.]
Adverse vaccine reactions are underreported ,[1. 0. 0. 0. 0. 0. 0.]
Conflicts of interest,[1. 0. 0. 0. 0. 0. 0.]
Recommendation is motivated by profit,[1. 0. 0. 0. 0. 0. 0.]
Cover up or lies ,[1. 0. 0. 0. 0. 0. 0.]
Authoritarianism/abuse of power by doctors or the State ,[0. 0. 0. 1. 0. 1. 0.]
Unusual theories: Unique theories about purposes of vaccination (e.g. sterilization) ,[1. 0. 0. 0. 0. 0. 0.]
Religious tenets: vaccination is against God’s will,[0. 1. 0. 0. 0. 0. 0.]
Immoral acts: vaccination involves acts against humankind (e.g. child experimentation) ,[0. 1. 0. 0. 0. 0. 0.]
Anti-utilitarianism: universal vaccination sacrifices a few to benefit many,[0. 1. 0. 0. 0. 1. 0.]
They doubted the safety of this vaccine because they believed it had been rushed to the market without proper investigation of its side effects,[1. 0. 0. 0. 0. 0. 0.]
they suspected pharmaceutical companies had too much influence over this process ,[1. 0. 0. 0. 0. 0. 0.]
"containing adjuvants and other excipients (such as squalene, thimerosal, detergents, etc.) which they claimed to be associated with a variety of serious diseases",[0. 0. 1. 0. 0. 0. 0.]
swine flu wasn’t seen as a serious threat to most individuals’ health,[0. 0. 1. 0. 0. 0. 0.]
the risks associated with vaccination were there- fore perceived as greater than those associated with catching the flu,[0. 0. 1. 0. 0. 0. 0.]
"injuries, safety issues, and side effects such as autism or even death; refer to the use of toxic ingredients in vaccines, including mercury and thimerosal; ineffective",[1. 0. 1. 0. 0. 0. 0.]
"Centers for Disease Control and Prevention, the Food and Drug Administration, and the pharmaceutical industry hiding the truth about vaccines’ side effects; mandatory vaccines as a threat to their civil liberties",[1. 0. 0. 0. 0. 0. 0.]
Knowing someone affected by HPV vaccination.,[0. 0. 1. 0. 0. 0. 1.]
Previous negative experience with HPV vaccination.,[0. 0. 1. 0. 0. 0. 1.]
Hearing stories about people who had been affected by HPV vaccination.,[0. 0. 1. 0. 0. 0. 1.]
Inadequate handling of concerns around vaccine safety.,[1. 0. 0. 0. 0. 0. 0.]
Lack of transparency on safety data.,[1. 0. 0. 0. 0. 0. 0.]
Lack of accountability and support following the occurrence of HPV vaccine side effects.,[1. 0. 0. 0. 0. 0. 0.]
Fear of vaccine side effects.,[0. 0. 1. 0. 0. 0. 0.]
Fertility related concerns.,[0. 0. 1. 0. 0. 0. 0.]
Mandatory parental consent seen as suspicious.,[1. 0. 0. 0. 0. 0. 0.]
Belief that the vaccination campaign is an ongoing vaccine,[1. 0. 0. 0. 0. 0. 0.]
Concerns around HPV vaccine effectiveness.,[1. 0. 0. 0. 0. 0. 0.]
Risk of cervical cancer perceived as being low,[0. 0. 1. 0. 0. 0. 0.]
traditional medicine treatments and the use of natural remedies that have been used for generations are safer than modern medicine.; natural immunity,[0. 0. 0. 0. 1. 0. 0.]
favor the idea of protecting their child from diseases using “homeo- pathic vaccines” as the conventional vaccines consisted of toxic ingredients,[0. 0. 0. 0. 1. 0. 0.]
"Most of the concerns were regarding porcine content in vaccines, or their derivatives, being used to make vaccines.",[0. 1. 0. 0. 0. 0. 0.]
"The first is a conspiracy involving the profiteering motive of all parties along the vaccination supply chain, including pharmaceutical companies, authorities, and physicians. The second conspiracy theory is the belief that vaccination is a Western conspiracy against Muslims or a form of anti-Muslim plot.",[1. 0. 0. 0. 0. 0. 0.]
sharing of personal experience of using vaccines,[0. 0. 0. 0. 0. 0. 1.]
distrust in health professionals; some conspiracies of making money out of people; some health pro- fessionals themselves did not take the vaccination,[1. 0. 0. 0. 0. 0. 0.]
all of the comments including government-related statements stood in unison that vaccines were ineffective.; it is found that the conspiracy theory still persisted – how the government was seen to be concerned about the profit making of pharmaceutical companies in vaccine sales,[1. 0. 0. 0. 0. 0. 0.]
"Symmetrism stands for a way of talking about vaccines which, under the pretence of pluralism of views, treats doctors’ opinions and scientific arguments in the same way as anti-vaccine gossips and myths based on sensational reports.",[1. 0. 0. 0. 0. 0. 0.]
"Populist framing of a righteous majority versus corrupt elite. Elite perceived as forcing lockdowns and health practices for their own financial gain (e.g., big pharma) and/or power.",[1. 0. 0. 0. 0. 1. 0.]
"A catch-all for all of the harms the vaccine can do to you, from physical deformities to mental illness to microchips that violate your autonomy/privacy.",[1. 0. 1. 0. 0. 0. 0.]
The people who intentionally created the COVID vaccine are shadowy and suspicious. Geopolitical powers and intelligence agencies are likely implicated.,[1. 0. 0. 0. 0. 0. 0.]
"Common rights such as speech, assembly, or autonomy are being stripped from you! This claim attempts to hijack feelings of protection, vulnerability, and the sacred.",[0. 0. 0. 1. 0. 0. 0.]
"Frames public health as a matter of individual freedom rather than collective responsibility. “My body, my choice” misapplied to vaccines. Tied to religious freedom/freedom of speech.",[0. 1. 0. 1. 0. 0. 0.]
